isoform	compound_inchikey	label	strict_external	evidence_category	assay_level_verification	explicit_table2_indirect_role_match	steroid_topology_negative_sensitivity_flag	names	sources	source_locators
CYP2C19	VFMMPHCGEFXGIP-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	alpha-naphthoflavone	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 435, ""source"": ""Yamashita"", ""name"": ""alpha-naphthoflavone""}]"
CYP2C19	VFRCNXKYZVQYLX-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	desglymidodrine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 207, ""source"": ""Yamashita"", ""name"": ""desglymidodrine""}]"
CYP2C19	VFTRKSBEFQDZKX-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	3,3'-diindolylmethane	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 412, ""source"": ""Yamashita"", ""name"": ""3,3'-diindolylmethane""}]"
CYP2C19	VFVUMOKIAXYQDI-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ganglioside gd2 (d18:1/22:0)	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 139, ""source"": ""Holmer"", ""name"": ""Ganglioside GD2 (d18:1/22:0)""}]"
CYP2C19	VGKDLMBJGBXTGI-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	sertraline	DrugBank	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 44, ""source"": ""DrugBank"", ""name"": ""sertraline""}]"
CYP2C19	VGRVKVGGUPOCMT-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	2_ethyl_4_methylthiazole	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 999, ""source"": ""Holmer"", ""name"": ""2_ethyl_4_methylthiazole""}]"
CYP2C19	VGWIZVWSLTYBQR-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	sarmentoside_c	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1826, ""source"": ""Holmer"", ""name"": ""sarmentoside_c""}]"
CYP2C19	VGYFMXBACGZSIL-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	pitavastatin	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 634, ""source"": ""Yamashita"", ""name"": ""pitavastatin""}]"
CYP2C19	VHBFFQKBGNRLFZ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	flavone	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 532, ""source"": ""Yamashita"", ""name"": ""flavone""}]"
CYP2C19	VHFGEBVPHAGQPI-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	oritavancin	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 794, ""source"": ""DrugBank"", ""name"": ""oritavancin""}]"
CYP2C19	VHFVKMTVMIZMIK-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	meta_chlorophenylpiperazine	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1638, ""source"": ""Holmer"", ""name"": ""meta_chlorophenylpiperazine""}]"
CYP2C19	VHGCDTVCOLNTBX-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	atomoxetine	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 31, ""source"": ""DrugBank"", ""name"": ""Atomoxetine""}]"
CYP2C19	VHJLVAABSRFDPM-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	1_4_dithiothreitol	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 951, ""source"": ""Holmer"", ""name"": ""1_4_dithiothreitol""}]"
CYP2C19	VHMRXGAIDDCGDU-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	bdb	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 286, ""source"": ""Holmer"", ""name"": ""bdb""}]"
CYP2C19	VHOGYURTWQBHIL-UHFFFAOYSA-N	1	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	leflunomide	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 212, ""source"": ""Yamashita"", ""name"": ""leflunomide""}]"
CYP2C19	VHOMAPWVLKRQAZ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	benzyl_propionate	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 169, ""source"": ""Holmer"", ""name"": ""benzyl_propionate""}]"
CYP2C19	VHRGRCVQAFMJIZ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	cadaverine	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1303, ""source"": ""Holmer"", ""name"": ""cadaverine""}]"
CYP2C19	VHRSUDSXCMQTMA-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	True	methylprednisolone	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 798, ""source"": ""DrugBank"", ""name"": ""Methylprednisolone""}]"
CYP2C19	VHVOLFRBFDOUSH-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	isosafrole	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 567, ""source"": ""Yamashita"", ""name"": ""isosafrole""}]"
CYP2C19	VHVPQPYKVGDNFY-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	itraconazole	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1570, ""source"": ""Yamashita"", ""name"": ""itraconazole""}]"
CYP2C19	VHYCDWMUTMEGQY-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	bisoprolol	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1287, ""source"": ""Yamashita"", ""name"": ""bisoprolol""}]"
CYP2C19	VIKNJXKGJWUCNN-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	norethisterone	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 181, ""source"": ""DrugBank"", ""name"": ""Norethisterone""}]"
CYP2C19	VIROVYVQCGLCII-UHFFFAOYSA-N	1	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	amobarbital	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 194, ""source"": ""DrugBank"", ""name"": ""Amobarbital""}]"
CYP2C19	VJGRWRRIAJQNFU-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(e_e)_lansamide_i	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 891, ""source"": ""Holmer"", ""name"": ""(e_e)_lansamide_i""}]"
CYP2C19	VJJPUSNTGOMMGY-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	etoposide	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1460, ""source"": ""Yamashita"", ""name"": ""etoposide""}]"
CYP2C19	VJNXUFOTKNTNPG-UHFFFAOYSA-O	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	7_methylinosine	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1120, ""source"": ""Holmer"", ""name"": ""7_methylinosine""}]"
CYP2C19	VKGQYGXMUUBRBD-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	hydroxynefazodone	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 551, ""source"": ""Yamashita"", ""name"": ""hydroxynefazodone""}]"
CYP2C19	VKHAHZOOUSRJNA-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	True	mifepristone	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 597, ""source"": ""Yamashita"", ""name"": ""mifepristone""}]"
CYP2C19	VKTIONYPMSCHQI-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	8_iso_13_14_dihydro_15_keto_pgf2a	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 130, ""source"": ""Holmer"", ""name"": ""8_iso_13_14_dihydro_15_keto_pgf2a""}]"
CYP2C19	VLCYCQAOQCDTCN-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	l_eflornithine	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1583, ""source"": ""Holmer"", ""name"": ""l_eflornithine""}]"
CYP2C19	VLKZOEOYAKHREP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	hexane	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1544, ""source"": ""Holmer"", ""name"": ""hexane""}]"
CYP2C19	VLPIATFUUWWMKC-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	mexiletine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1655, ""source"": ""Yamashita"", ""name"": ""mexiletine""}]"
CYP2C19	VLWNRFXSKLVVEB-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(3s_6e)_6_caryophyllen_15_al	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 858, ""source"": ""Holmer"", ""name"": ""(3s_6e)_6_caryophyllen_15_al""}]"
CYP2C19	VLWYFBXOEROLMC-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ganglioside_gd1b_(d18:1/22:1(13z))	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1490, ""source"": ""Holmer"", ""name"": ""ganglioside_gd1b_(d18:1/22:1(13z))""}]"
CYP2C19	VMBKZHMLQXCNCP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	unii-9bzn2jvq2e	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1166, ""source"": ""Holmer"", ""name"": ""UNII-9BZN2JVQ2E""}]"
CYP2C19	VMIYHDSEFNYJSL-UHFFFAOYSA-N	1	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	bromazepam	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 143, ""source"": ""DrugBank"", ""name"": ""Bromazepam""}]"
CYP2C19	VMXUWOKSQNHOCA-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ranitidine	SuperCYP	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 103, ""source"": ""SuperCYP"", ""name"": ""Ranitidine""}]"
CYP2C19	VMZUTJCNQWMAGF-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	etizolam	SuperCYP	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 50, ""source"": ""SuperCYP"", ""name"": ""Etizolam""}]"
CYP2C19	VNGUCOGHCJHFID-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	sapogenol_c	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1824, ""source"": ""Holmer"", ""name"": ""sapogenol_c""}]"
CYP2C19	VNQURRWYKFZKJZ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	5_oh_diclofenac	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1095, ""source"": ""Holmer"", ""name"": ""5_oh_diclofenac""}]"
CYP2C19	VNYSSYRCGWBHLG-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	6_trans_12_epi_leukotriene_b4	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 125, ""source"": ""Holmer"", ""name"": ""6_trans_12_epi_leukotriene_b4""}]"
CYP2C19	VOCBWIIFXDYGNZ-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	testosterone enanthate	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 161, ""source"": ""DrugBank"", ""name"": ""Testosterone enanthate""}]"
CYP2C19	VOOYTQRREPYRIW-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	dihydrokawain	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 136, ""source"": ""Holmer"", ""name"": ""Dihydrokawain""}]"
CYP2C19	VOVIALXJUBGFJZ-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	True	budesonide	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 459, ""source"": ""DrugBank"", ""name"": ""budesonide""}]"
CYP2C19	VOXZDWNPVJITMN-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	estradiol (e2; 17beta-estradiol)	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 79, ""source"": ""DrugBank"", ""name"": ""ESTRADIOL (E2; 17BETA-ESTRADIOL)""}]"
CYP2C19	VPIAKHNXCOTPAY-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	heptane_1_thiol	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1541, ""source"": ""Holmer"", ""name"": ""heptane_1_thiol""}]"
CYP2C19	VPIRRYIYIPYTGX-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ebastine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1434, ""source"": ""Yamashita"", ""name"": ""ebastine""}]"
CYP2C19	VPIXQGUBUKFLRF-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	n-desmethylclomipramine;n_desmethyl_clomipramine	DrugBank;Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 277, ""source"": ""DrugBank"", ""name"": ""N-Desmethylclomipramine""}, {""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 279, ""source"": ""Holmer"", ""name"": ""N_desmethyl_clomipramine""}]"
CYP2C19	VPKBRABQIHPIEA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	artocarbene	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1138, ""source"": ""DrugBank"", ""name"": ""Artocarbene""}]"
CYP2C19	VPPJLAIAVCUEMN-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	lacosamide	DrugBank	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 130, ""source"": ""DrugBank"", ""name"": ""Lacosamide""}]"
CYP2C19	VPZIYMMSJFWLSP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	2-hydroxycarbamazepine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 410, ""source"": ""Yamashita"", ""name"": ""2-hydroxycarbamazepine""}]"
CYP2C19	VQEONGKQWIFHMN-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	nordihydrocapsaicin	DrugBank	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 286, ""source"": ""DrugBank"", ""name"": ""nordihydrocapsaicin""}]"
CYP2C19	VQKLRVZQQYVIJW-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	dihydralazine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 503, ""source"": ""Yamashita"", ""name"": ""dihydralazine""}]"
CYP2C19	VQSXCZMVUMSITD-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	rox_m_4	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 306, ""source"": ""Holmer"", ""name"": ""rox_m_4""}]"
CYP2C19	VRBKIVRKKCLPHA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	nefazodone	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1699, ""source"": ""Yamashita"", ""name"": ""nefazodone""}]"
CYP2C19	VREFGVBLTWBCJP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	alprazolam	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 367, ""source"": ""Yamashita"", ""name"": ""alprazolam""}]"
CYP2C19	VRQVVMDWGGWHTJ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	levomepromazine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 574, ""source"": ""Yamashita"", ""name"": ""levomepromazine""}]"
CYP2C19	VSNHCAURESNICA-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	hydroxyurea	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 552, ""source"": ""Yamashita"", ""name"": ""hydroxyurea""}]"
CYP2C19	VSXVHWPQGHHXGS-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	momilactone_c	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1666, ""source"": ""Holmer"", ""name"": ""momilactone_c""}]"
CYP2C19	VTJUNIYRYIAIHF-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	leu_pro	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 260, ""source"": ""Holmer"", ""name"": ""leu_pro""}]"
CYP2C19	VTNQPKFIQCLBDU-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	acetochlor	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1206, ""source"": ""Holmer"", ""name"": ""acetochlor""}]"
CYP2C19	VTSFIPHRNAESED-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ethyl_(e)_3_hexenoate	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1452, ""source"": ""Holmer"", ""name"": ""ethyl_(e)_3_hexenoate""}]"
CYP2C19	VTWHHBJKZZJDQM-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	(2r_3s_4s_5r_6r)_2_(hydroxymethyl)_6___(1r_4s_5s_8r_9r_12s_16s_19r)_8__(e_2r)_6_hydroxy_6_methylhept_4_en_2_yl__19_methoxy_5_9_17_17_tetramethyl_18_oxapentacyclo_10.5.2.01_13.04_12.05_9_nonadec_2_en_16_yl_oxy_oxane_3_4_5_triol	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 828, ""source"": ""Holmer"", ""name"": ""(2r_3s_4s_5r_6r)_2_(hydroxymethyl)_6___(1r_4s_5s_8r_9r_12s_16s_19r)_8__(e_2r)_6_hydroxy_6_methylhept_4_en_2_yl__19_methoxy_5_9_17_17_tetramethyl_18_oxapentacyclo_10.5.2.01_13.04_12.05_9_nonadec_2_en_16_yl_oxy_oxane_3_4_5_triol""}]"
CYP2C19	VUAXPLNAPPGWDL-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	chinenoside_iv	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1325, ""source"": ""Holmer"", ""name"": ""chinenoside_iv""}]"
CYP2C19	VUDYWBBYQWVFAG-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	lmst02030190	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1608, ""source"": ""Holmer"", ""name"": ""lmst02030190""}]"
CYP2C19	VUNFOJWKJSYIDH-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	cis_4_decenol	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1340, ""source"": ""Holmer"", ""name"": ""cis_4_decenol""}]"
CYP2C19	VVPRQWTYSNDTEA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	dl_hexanoylcarnitine	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1426, ""source"": ""Holmer"", ""name"": ""dl_hexanoylcarnitine""}]"
CYP2C19	VVTJQHCRBOHFTD-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	nitrendipine	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1709, ""source"": ""Holmer"", ""name"": ""nitrendipine""}]"
CYP2C19	VVUQNTKYPPFMID-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	compound_4	Siyang_Tian	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 21, ""source"": ""Siyang_Tian"", ""name"": ""compound_4""}]"
CYP2C19	VWUXBMIQPBEWFH-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	fulvestrant	SuperCYP	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 754, ""source"": ""SuperCYP"", ""name"": ""Fulvestrant""}]"
CYP2C19	VXCSHMSBMMIJCN-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	chaetoglobosin_n	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1320, ""source"": ""Holmer"", ""name"": ""chaetoglobosin_n""}]"
CYP2C19	VXOKDLACQICQFA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	desethylamiodarone	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 494, ""source"": ""Yamashita"", ""name"": ""desethylamiodarone""}]"
CYP2C19	VXPWQNBKEIVYIS-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ml_3403	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 324, ""source"": ""Holmer"", ""name"": ""ml_3403""}]"
CYP2C19	VYDBTNADENXYSN-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	indomethacin_phenethylamide	Siyang_Tian	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 27, ""source"": ""Siyang_Tian"", ""name"": ""indomethacin_phenethylamide""}]"
CYP2C19	VYOZKWKETGHHDW-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	pogostol	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1773, ""source"": ""Holmer"", ""name"": ""pogostol""}]"
CYP2C19	VYQXIUVIYICVCM-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	batatasin_iii	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1265, ""source"": ""Holmer"", ""name"": ""batatasin_iii""}]"
CYP2C19	VYURQCQMACPHRC-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ac1l9d7q	Holmer	"[{""file"": ""CYP2C19_testingset.csv"", ""split"": ""testing"", ""row"": 152, ""source"": ""Holmer"", ""name"": ""ac1l9d7q""}]"
CYP2C19	VYZGQLBKGMFPIP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	(z)_6_(3_hydroxy_4_4_10_13_14_pentamethyl_2_3_5_6_7_11_12_15_16_17_decahydro_1h_cyclopenta_a_phenanthren_17_yl)_2_methyl_7_oxohept_2_enoic_acid	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 914, ""source"": ""Holmer"", ""name"": ""(z)_6_(3_hydroxy_4_4_10_13_14_pentamethyl_2_3_5_6_7_11_12_15_16_17_decahydro_1h_cyclopenta_a_phenanthren_17_yl)_2_methyl_7_oxohept_2_enoic_acid""}]"
CYP2C19	VZCYOOQTPOCHFL-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	maleic_acid	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 1623, ""source"": ""Holmer"", ""name"": ""maleic_acid""}]"
CYP2C19	VZGDMQKNWNREIO-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	carbon tetrachloride	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 466, ""source"": ""Yamashita"", ""name"": ""carbon tetrachloride""}]"
CYP2C19	WAEXFXRVDQXREF-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	vorinostat	CYP Knowledgebase	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 751, ""source"": ""CYP Knowledgebase"", ""name"": ""Vorinostat""}]"
CYP2C19	WBBPRCNXBQTYLF-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	2-(methylthio)ethanol	Holmer	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 964, ""source"": ""Holmer"", ""name"": ""2-(Methylthio)ethanol""}]"
CYP2C19	WBNQDOYYEUMPFS-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	diethylnitrosamine	Yamashita	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 356, ""source"": ""Yamashita"", ""name"": ""diethylnitrosamine""}]"
CYP2C19	WBXPDJSOTKVWSJ-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	pemetrexed	CYP Knowledgebase	"[{""file"": ""CYP2C19_trainingset.csv"", ""split"": ""training"", ""row"": 765, ""source"": ""CYP Knowledgebase"", ""name"": ""Pemetrexed""}]"
