isoform	compound_inchikey	label	exact_training_overlap	parent_training_overlap	parent_status	strict_external	conservative_identity_exclusion	primary_external	matched_training_ids	names	sources
CYP1A2	NUMQCACRALPSHD-UHFFFAOYSA-N	0	True	True	ok	False	False	False	NUMQCACRALPSHD-UHFFFAOYSA-N	etbe	Holmer
CYP1A2	NVEQFIOZRFFVFW-UHFFFAOYSA-N	0	True	True	ok	False	False	False	NVEQFIOZRFFVFW-UHFFFAOYSA-N	Caryophyllene oxide	Holmer
CYP1A2	NWIUTZDMDHAVTP-UHFFFAOYSA-N	1	False	False	ok	True	False	True		Betaxolol	DrugBank
CYP1A2	NWWZPOKUUAIXIW-UHFFFAOYSA-N	0	False	False	ok	True	False	True		thiamethoxam	Yamashita
CYP1A2	NXNPGAAZKYDOPW-UHFFFAOYSA-N	1	True	True	ok	False	False	False	NXNPGAAZKYDOPW-UHFFFAOYSA-N	mpbp	Holmer
CYP1A2	NYDCDZSEEAUOHN-UHFFFAOYSA-N	0	False	False	ok	False	False	True		N-desmethyltamoxifen	Yamashita
CYP1A2	NYKKBHKMCOFCSE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	NYKKBHKMCOFCSE-UHFFFAOYSA-N	gibberellin_a92	Holmer
CYP1A2	NYSZJNUIVUBQMM-UHFFFAOYSA-N	1	False	False	ok	False	False	True		cardamonin	Yamashita
CYP1A2	NZEDMAWEJPYWCD-UHFFFAOYSA-N	0	False	False	ok	True	False	True		diallyl sulfone	Yamashita
CYP1A2	NZGWDASTMWDZIW-UHFFFAOYSA-N	1	False	False	ok	False	False	True		PULEGONE	CYP Knowledgebase
CYP1A2	NZHUXMZTSSZXSB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	NZHUXMZTSSZXSB-UHFFFAOYSA-N	deacetyldiltiazem	Holmer
CYP1A2	NZLBHDRPUJLHCE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	NZLBHDRPUJLHCE-UHFFFAOYSA-N	aprindine	Yamashita
CYP1A2	NZQDWKCNBOELAI-UHFFFAOYSA-N	0	True	True	ok	False	False	False	NZQDWKCNBOELAI-UHFFFAOYSA-N	cp_195543	Holmer
CYP1A2	NZZIMKJIVMHWJC-UHFFFAOYSA-N	1	False	False	ok	True	False	True		dibenzoylmethane	Yamashita
CYP1A2	OAAPYTCHFIIVON-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OAAPYTCHFIIVON-UHFFFAOYSA-N	O-Desmethylverapamil	DrugBank
CYP1A2	OAMXBKFTDLDKCN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OAMXBKFTDLDKCN-UHFFFAOYSA-N	cyclocalopin_b	Holmer
CYP1A2	OAPVIBHQRYFYSE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OAPVIBHQRYFYSE-UHFFFAOYSA-N	2-Amino-5-phenylpyridine	Holmer
CYP1A2	OAVGBZOFDPFGPJ-UHFFFAOYSA-N	0	False	False	ok	True	False	True		sotrastaurin	Yamashita
CYP1A2	OBSYBRPAKCASQB-UHFFFAOYSA-N	0	False	False	ok	True	False	True		salvinorin a	CYP Knowledgebase
CYP1A2	OBWGMKKHCLHVIE-UHFFFAOYSA-N	0	False	False	ok	True	False	True		fluperlapine	Yamashita
CYP1A2	OCJBOOLMMGQPQU-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OCJBOOLMMGQPQU-UHFFFAOYSA-N	1,4-dichlorobenzene	Holmer
CYP1A2	OCSVTHMYODNXBN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OCSVTHMYODNXBN-UHFFFAOYSA-N	oxypinnatanine	Holmer
CYP1A2	ODCYDGXXCHTFIR-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ODCYDGXXCHTFIR-UHFFFAOYSA-N	3_methyluric_acid	Holmer
CYP1A2	ODFFXPNOCMSXHG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ODFFXPNOCMSXHG-UHFFFAOYSA-N	gibberellin_a102	Holmer
CYP1A2	ODQWQRRAPPTVAG-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ODQWQRRAPPTVAG-UHFFFAOYSA-N	doxepin	DrugBank
CYP1A2	OEHAYUOVELTAPG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OEHAYUOVELTAPG-UHFFFAOYSA-N	methoxyphenamine	Yamashita
CYP1A2	OELFLUMRDSZNSF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OELFLUMRDSZNSF-UHFFFAOYSA-N	nateglinide	Yamashita
CYP1A2	OELWBYBVFOLSTA-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OELWBYBVFOLSTA-UHFFFAOYSA-N	n_nitrosodiamylamine	Holmer
CYP1A2	OFCNXPDARWKPPY-UHFFFAOYSA-N	0	False	False	ok	True	False	True		Allopurinol	SuperCYP
CYP1A2	OFHHDSQXFXLTKC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OFHHDSQXFXLTKC-UHFFFAOYSA-N	10-Undecenal	Holmer
CYP1A2	OFKVGIOPPPBWSB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OFKVGIOPPPBWSB-UHFFFAOYSA-N	2_2_9_trimethyldecane	Holmer
CYP1A2	OFOBLEOULBTSOW-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OFOBLEOULBTSOW-UHFFFAOYSA-N	malonic_acid	Holmer
CYP1A2	OFQRUTMGVBMTFQ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OFQRUTMGVBMTFQ-UHFFFAOYSA-N	ethyl_4_methylpentanoate	Holmer
CYP1A2	OFRYBPCSEMMZHR-UHFFFAOYSA-N	0	False	False	ok	False	False	True		alpha-hydroxymetoprolol	DrugBank
CYP1A2	OFYJBLBCZNRWLC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OFYJBLBCZNRWLC-UHFFFAOYSA-N	cp_199331	Holmer
CYP1A2	OFYVIGTWSQPCLF-UHFFFAOYSA-N	1	False	False	ok	True	False	True		BICIFADINE	Yamashita
CYP1A2	OFZCIYFFPZCNJE-UHFFFAOYSA-N	0	False	False	ok	True	False	True		carisoprodol	Yap
CYP1A2	OGDKSKNHHSXJNA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OGDKSKNHHSXJNA-UHFFFAOYSA-N	6_10_dimethylspiro_4.5_dec_6_ene_2_8_dione	Holmer
CYP1A2	OGDVEMNWJVYAJL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OGDVEMNWJVYAJL-UHFFFAOYSA-N	ethylmorphine	Yamashita
CYP1A2	OGHNVEJMJSYVRP-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OGHNVEJMJSYVRP-UHFFFAOYSA-N	carvedilol	DrugBank
CYP1A2	OGJPXUAPXNRGGI-UHFFFAOYSA-N	0	False	False	ok	False	False	True		norfloxacin	DrugBank
CYP1A2	OGJYXQFXLSCKTP-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OGJYXQFXLSCKTP-UHFFFAOYSA-N	neryl_isobutyrate	Holmer
CYP1A2	OGKRHYLZKFTGGO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OGKRHYLZKFTGGO-UHFFFAOYSA-N	arvensoside_d	Holmer
CYP1A2	OGLDWXZKYODSOB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OGLDWXZKYODSOB-UHFFFAOYSA-N	(s)_alpha_phellandrene	Holmer
CYP1A2	OGRXKBUCZFFSTL-UHFFFAOYSA-N	1	False	False	ok	False	False	True		4-(METHYLNITROSAMINO)-1-(3-PYRIDYL-1-BUTANOL)	CYP Knowledgebase
CYP1A2	OGWKCGZFUXNPDA-UHFFFAOYSA-N	0	False	False	ok	True	False	True		vincristine	Yamashita
CYP1A2	OGYBKWUOLWCQDS-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OGYBKWUOLWCQDS-UHFFFAOYSA-N	Hericenone C	Holmer
CYP1A2	OHBHGGYGWZIWCX-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OHBHGGYGWZIWCX-UHFFFAOYSA-N	cynaratriol	Holmer
CYP1A2	OHMHBGPWCHTMQE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OHMHBGPWCHTMQE-UHFFFAOYSA-N	1_1_dichloro_2_2_2_trifluoroethane	Holmer
CYP1A2	OHZYISZWOVEBCJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OHZYISZWOVEBCJ-UHFFFAOYSA-N	tuberoside	Holmer
CYP1A2	OIALIKXMLIAOSN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OIALIKXMLIAOSN-UHFFFAOYSA-N	2_propylpyridine	Holmer
CYP1A2	OILAIQUEIWYQPH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OILAIQUEIWYQPH-UHFFFAOYSA-N	1_2_cyclohexanedione	Holmer
CYP1A2	OIRFZVJHADZVMD-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OIRFZVJHADZVMD-UHFFFAOYSA-N	gamma_camphorene	Holmer
CYP1A2	OKFNRRKYNNLVHN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OKFNRRKYNNLVHN-UHFFFAOYSA-N	(2s_4s_5r)_2_{_(1s_2r)_1__(3r_4s_6s)_6_carboxy_6_{_(1s_2r)_1__(3r_4s_6s)_6_carboxy_6_{_(2r_3s_4r_5r_6s)_3_{_(2s_3r_4r_5r_6r)_4_5_dihydroxy_6_(hydroxymethyl)_3_(2_oxopropyl)oxan_2_yl_oxy}_6_{_(2r_3s_4r_5r_6r)_4_5_dihydroxy_6_{_(2s_3r)_3_hydroxy_2__(1_hydroxytricosylidene)amino_octadec_4_en_1_yl_oxy}_2_(hydroxymethyl)oxan_3_yl_oxy}_5_hydroxy_2_(hydroxymethyl)oxan_4_yl_oxy}_4_hydroxy_3__(1_hydroxyethylidene)amino_oxan_2_yl__1_3_dihydroxypropan_2_yl_oxy}_4_hydroxy_3__(1_hydroxyethylidene)amino_oxan_2_yl__1_3_dihydroxypropan_2_yl_oxy}_4_hydroxy_5__(1_hydroxyethylidene)amino__6__(1r_2r)_1_2_3_trihydroxypropyl_oxane_2_carboxylic_acid	Holmer
CYP1A2	OKGPFTLYBPQBIX-UHFFFAOYSA-N	1	False	False	ok	True	False	True		BMS-378806	CYP Knowledgebase
CYP1A2	OKJCFMUGMSVJBG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OKJCFMUGMSVJBG-UHFFFAOYSA-N	4-Dihydroboldenone	Holmer
CYP1A2	OKJIRPAQVSHGFK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OKJIRPAQVSHGFK-UHFFFAOYSA-N	acetylamino_acetic_acid	Holmer
CYP1A2	OKNSFVSKHQJVRN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OKNSFVSKHQJVRN-UHFFFAOYSA-N	ac1l2pbb	Holmer
CYP1A2	OKSQSPFWLWFCFR-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OKSQSPFWLWFCFR-UHFFFAOYSA-N	methiocarb	Siyang_Tian
CYP1A2	OLBCVFGFOZPWHH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OLBCVFGFOZPWHH-UHFFFAOYSA-N	Propofol	DrugBank
CYP1A2	OLHOIERZAZMHGK-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OLHOIERZAZMHGK-UHFFFAOYSA-N	3_ethoxy_4_trifluoromethylcoumarin	Holmer
CYP1A2	OLNTVTPDXPETLC-UHFFFAOYSA-N	0	False	False	ok	True	False	True		Ezetimibe	SuperCYP
CYP1A2	OLPSAOWBSPXZEA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OLPSAOWBSPXZEA-UHFFFAOYSA-N	7alpha_hydroxydehydroepiandrosterone	Holmer
CYP1A2	OMNGEVNATYFZGG-UHFFFAOYSA-N	0	False	False	ok	True	False	True		kava	CYP Knowledgebase
CYP1A2	OMRIQCUHVVBJKI-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OMRIQCUHVVBJKI-UHFFFAOYSA-N	aldosterone_18_glucuronide	Holmer
CYP1A2	ONBWJWYUHXVEJS-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ONBWJWYUHXVEJS-UHFFFAOYSA-N	(_)_normorphine	Holmer
CYP1A2	ONIBWKKTOPOVIA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ONIBWKKTOPOVIA-UHFFFAOYSA-N	d_proline	Holmer
CYP1A2	ONPXCLZMBSJLSP-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ONPXCLZMBSJLSP-UHFFFAOYSA-N	zinc13521513	Holmer
CYP1A2	ONVABDHFQKWOSV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ONVABDHFQKWOSV-UHFFFAOYSA-N	phyllocladene	Holmer
CYP1A2	ONWMQORSVZYVNH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ONWMQORSVZYVNH-UHFFFAOYSA-N	(2r)_2_{_(2r)_2_amino_1_hydroxy_3_(4_hydroxyphenyl)propylidene_amino}_3_(c_hydroxycarbonimidoyl)propanoic_acid	Holmer
CYP1A2	ONYOTXAYIZRIPJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ONYOTXAYIZRIPJ-UHFFFAOYSA-N	avocadynofuran	Holmer
CYP1A2	OOGJQPCLVADCPB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OOGJQPCLVADCPB-UHFFFAOYSA-N	tolterodine	Yamashita
CYP1A2	OOVOMPCQLMFEDT-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OOVOMPCQLMFEDT-UHFFFAOYSA-N	8_oh_efavirenz	Holmer
CYP1A2	OPRNAVOPKSUPRE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OPRNAVOPKSUPRE-UHFFFAOYSA-N	3prime_methoxyfukiic_acid	Holmer
CYP1A2	OQIQSTLJSLGHID-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OQIQSTLJSLGHID-UHFFFAOYSA-N	aflatoxin_b1	Holmer
CYP1A2	OQPLORUDZLXXPD-UHFFFAOYSA-N	0	False	False	ok	False	False	True		4-hydroxymephenytoin	Yamashita
CYP1A2	OQQYJPVCDFFEIV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OQQYJPVCDFFEIV-UHFFFAOYSA-N	3_sulfo_6_sulfonato_1__(e)_2_(2_4_5_trimethylphenyl)diazen_1_yl_naphthalen_2_olate	Holmer
CYP1A2	ORDAZKGHSNRHTD-UHFFFAOYSA-N	0	False	False	ok	True	False	True		deguelin	Yamashita
CYP1A2	ORHBXUUXSCNDEV-UHFFFAOYSA-N	0	False	False	ok	False	False	True		7-hydroxycoumarin	Yamashita
CYP1A2	ORNBQBCIOKFOEO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ORNBQBCIOKFOEO-UHFFFAOYSA-N	pregnenolone	Yamashita
CYP1A2	OROGSEYTTFOCAN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OROGSEYTTFOCAN-UHFFFAOYSA-N	codeine	Yamashita
CYP1A2	OSJHMIVGKCXWHH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OSJHMIVGKCXWHH-UHFFFAOYSA-N	Squamoxinone C	Holmer
CYP1A2	OSNRGQATWCHICL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OSNRGQATWCHICL-UHFFFAOYSA-N	2-[(1S,3S,5R)-1,2,2-Trimethyl-6-oxabicyclo[3.1.0]hexan-3-yl]acetaldehyde	Holmer
CYP1A2	OSUCQKNXQBPLDG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OSUCQKNXQBPLDG-UHFFFAOYSA-N	nifedipine	DrugBank
CYP1A2	OSXOPUBJJDUAOJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OSXOPUBJJDUAOJ-UHFFFAOYSA-N	19(20)_epdpe	Holmer
CYP1A2	OTBXOEAOVRKTNQ-UHFFFAOYSA-N	1	False	False	ok	True	False	True		Anagrelide	DrugBank
CYP1A2	OTGJPAOGHQFBMI-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OTGJPAOGHQFBMI-UHFFFAOYSA-N	tenoxicam	Yamashita
CYP1A2	OTGQIQQTPXJQRG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OTGQIQQTPXJQRG-UHFFFAOYSA-N	stearoylethanolamide	Holmer
CYP1A2	OTMOUPHCTWPNSL-UHFFFAOYSA-N	0	False	False	ok	False	False	True		chlorpyrifos-oxon	Yamashita
CYP1A2	OTSBKHHWSQYEHK-UHFFFAOYSA-N	1	False	False	ok	False	False	True		1,3-dimethyluric acid	Yamashita
CYP1A2	OTXBNHIUIHNGAO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OTXBNHIUIHNGAO-UHFFFAOYSA-N	l_leucyl_l_lysine	Holmer
CYP1A2	OTXNTMVVOOBZCV-UHFFFAOYSA-N	0	False	False	ok	False	False	True		gamma-tocotrienol	Yamashita
CYP1A2	OUGIDAPQYNCXRA-UHFFFAOYSA-N	1	False	False	ok	True	False	True		beta-naphthoflavone	Yamashita
CYP1A2	OUUOFMUQJUUKQQ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OUUOFMUQJUUKQQ-UHFFFAOYSA-N	(1s_2s_4s_8r)_9_(beta_d_glucopyranosyloxy)_p_menthane_1_2_8_triol	Holmer
CYP1A2	OUYCCCASQSFEME-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OUYCCCASQSFEME-UHFFFAOYSA-N	l_tyrosine	Holmer
CYP1A2	OVAHZPTYWMWNKO-UHFFFAOYSA-N	1	False	False	ok	False	False	True		Estradiol dienanthate	DrugBank
CYP1A2	OVCDSSHSILBFBN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OVCDSSHSILBFBN-UHFFFAOYSA-N	amodiaquine	Holmer
CYP1A2	OWIWZQQFSTZZIG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OWIWZQQFSTZZIG-UHFFFAOYSA-N	ethyl_2_furanpropionate	Holmer
CYP1A2	OWMJDOUOHDOUFG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OWMJDOUOHDOUFG-UHFFFAOYSA-N	alnustone	Holmer
CYP1A2	OWVXRCQFFFWXGZ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OWVXRCQFFFWXGZ-UHFFFAOYSA-N	sinocrassuloside_xi	Holmer
CYP1A2	OWZREIFADZCYQD-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OWZREIFADZCYQD-UHFFFAOYSA-N	Decamethrin	SuperCYP
CYP1A2	OXCOKHHSTQYOIW-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OXCOKHHSTQYOIW-UHFFFAOYSA-N	abt_438	Holmer
CYP1A2	OXTQEWUBDTVSFB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OXTQEWUBDTVSFB-UHFFFAOYSA-N	ac1odtjm	Holmer
CYP1A2	OXZSUQJHKQOGOK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OXZSUQJHKQOGOK-UHFFFAOYSA-N	5-Isopropyl-2-methylphenol acetate	Holmer
CYP1A2	OYHQOLUKZRVURQ-UHFFFAOYSA-M	1	False	True	ok	False	False	False	OYHQOLUKZRVURQ-UHFFFAOYSA-N	linoleic_acid	Holmer
CYP1A2	OYHQOLUKZRVURQ-UHFFFAOYSA-N	1	True	True	ok	False	False	False	OYHQOLUKZRVURQ-UHFFFAOYSA-N	linoleic_acid	Holmer
CYP1A2	OYPPJMLKAYYWHH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	OYPPJMLKAYYWHH-UHFFFAOYSA-N	thromboxane_b3	Holmer
CYP1A2	OYVAGSVQBOHSSS-UHFFFAOYSA-O	0	False	False	tautomer_MaxTransformsReached	True	True	True		Bleomycin	CYP Knowledgebase
CYP1A2	OZVBMTJYIDMWIL-UHFFFAOYSA-N	0	False	False	ok	True	False	True		bromocriptine	Yamashita
CYP1A2	PAAZPARNPHGIKF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PAAZPARNPHGIKF-UHFFFAOYSA-N	1_2_dibromoethane	Holmer
CYP1A2	PAFMHAFYJMTISR-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PAFMHAFYJMTISR-UHFFFAOYSA-N	squamone	Holmer
CYP1A2	PAKGYCNZUGIDHV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PAKGYCNZUGIDHV-UHFFFAOYSA-N	sr_49498	Holmer
CYP1A2	PAPKCVKEZBFVFL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PAPKCVKEZBFVFL-UHFFFAOYSA-N	neuacalpha2_8neuacalpha2_3galbeta1_4glcbeta_cer(d18:1/16:0)	Holmer
CYP1A2	PASMASQJCDKBJK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PASMASQJCDKBJK-UHFFFAOYSA-N	lepidiumterpenyl_ester	Holmer
CYP1A2	PAYRUJLWNCNPSJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PAYRUJLWNCNPSJ-UHFFFAOYSA-N	aniline	Yamashita
CYP1A2	PBEXDDGVPJJKBX-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PBEXDDGVPJJKBX-UHFFFAOYSA-N	compound_1	Holmer
CYP1A2	PBKONEOXTCPAFI-UHFFFAOYSA-N	1	True	True	ok	False	False	False	PBKONEOXTCPAFI-UHFFFAOYSA-N	1_2_4_trichlorobenzene	Holmer
CYP1A2	PBOUVYGPDSARIS-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PBOUVYGPDSARIS-UHFFFAOYSA-N	(2r)_2_{_(2r)_2_amino_1_hydroxy_4_(methylsulfanyl)butylidene_amino}_4_methylpentanoic_acid	Holmer
CYP1A2	PBUNVLRHZGSROC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PBUNVLRHZGSROC-UHFFFAOYSA-N	alpha_dihydroergocryptine	Holmer
CYP1A2	PCBGILKQGDYJAY-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PCBGILKQGDYJAY-UHFFFAOYSA-N	bfbfc	Holmer
CYP1A2	PCLITLDOTJTVDJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PCLITLDOTJTVDJ-UHFFFAOYSA-N	clomethiazole	Holmer
CYP1A2	PCSKKIUURRTAEM-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PCSKKIUURRTAEM-UHFFFAOYSA-N	Sumiki's acid	Holmer
CYP1A2	PCZOHLXUXFIOCF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PCZOHLXUXFIOCF-UHFFFAOYSA-N	lovastatin	Yamashita
CYP1A2	PDGPIBIURNPBSE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PDGPIBIURNPBSE-UHFFFAOYSA-N	2_phenylethyl_pentanoate	Holmer
CYP1A2	PEDCQBHIVMGVHV-UHFFFAOYSA-N	0	False	False	ok	True	False	True		glycerol	Yamashita
CYP1A2	PEPJPZZZBHWOCM-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PEPJPZZZBHWOCM-UHFFFAOYSA-N	1_methoxy_3_methylene_2_pentanone	Holmer
CYP1A2	PESKGJQREUXSRR-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PESKGJQREUXSRR-UHFFFAOYSA-N	5alpha_cholestanone	Holmer
CYP1A2	PFCHFHIRKBAQGU-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PFCHFHIRKBAQGU-UHFFFAOYSA-N	3_hexanone	Holmer
CYP1A2	PFNFFQXMRSDOHW-UHFFFAOYSA-N	0	False	False	ok	True	False	True		spermine	Yamashita
CYP1A2	PFRGXCVKLLPLIP-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PFRGXCVKLLPLIP-UHFFFAOYSA-N	diallyl_disulfide	Holmer
CYP1A2	PFRYFZZSECNQOL-UHFFFAOYSA-N	1	True	True	ok	False	False	False	PFRYFZZSECNQOL-UHFFFAOYSA-N	o_aminoazotoluene	Holmer
CYP1A2	PGBFYLVIMDQYMS-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PGBFYLVIMDQYMS-UHFFFAOYSA-N	methyl_thiophene_2_carboxylate	Holmer
CYP1A2	PGBNIHXXFQBCPU-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PGBNIHXXFQBCPU-UHFFFAOYSA-N	santalene_(minor)	Holmer
CYP1A2	PGBZORAISITZTF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PGBZORAISITZTF-UHFFFAOYSA-N	zinc13744633	Holmer
CYP1A2	PGYSJEQVCATFBQ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PGYSJEQVCATFBQ-UHFFFAOYSA-N	janthitrem_g	Holmer
CYP1A2	PHHROXLDZHUIGO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PHHROXLDZHUIGO-UHFFFAOYSA-N	didrovaltrate	Holmer
CYP1A2	PHLBKPHSAVXXEF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PHLBKPHSAVXXEF-UHFFFAOYSA-N	trazodone	Yamashita
CYP1A2	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	1	True	True	ok	False	False	False	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	nortriptyline	DrugBank
CYP1A2	PHWBOXQYWZNQIN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PHWBOXQYWZNQIN-UHFFFAOYSA-N	ticlopidine	DrugBank
CYP1A2	PIOYBULRRJNPSG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PIOYBULRRJNPSG-UHFFFAOYSA-N	lucidal	Holmer
CYP1A2	PIPJWVLVHFNOQG-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PIPJWVLVHFNOQG-UHFFFAOYSA-N	simonin_iv	Holmer
CYP1A2	PIWKPBJCKXDKJR-UHFFFAOYSA-N	0	False	False	ok	True	False	True		isoflurane	Yamashita
CYP1A2	PJANXHGTPQOBST-UHFFFAOYSA-N	1	True	True	ok	False	False	False	PJANXHGTPQOBST-UHFFFAOYSA-N	trans_stilbene	Holmer
CYP1A2	PJDFLNIOAUIZSL-UHFFFAOYSA-N	0	False	False	ok	True	False	True		Vigabatrin	CYP Knowledgebase
CYP1A2	PJEHRCCPERVGEC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PJEHRCCPERVGEC-UHFFFAOYSA-N	10prime_apo_beta_caroten_10prime_al	Holmer
CYP1A2	PJMPHNIQZUBGLI-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PJMPHNIQZUBGLI-UHFFFAOYSA-N	fentanyl	Yamashita
CYP1A2	PJVWKTKQMONHTI-UHFFFAOYSA-N	1	True	True	ok	False	False	False	PJVWKTKQMONHTI-UHFFFAOYSA-N	R-Warfarin	DrugBank
CYP1A2	PJWPNDMDCLXCOM-UHFFFAOYSA-N	0	False	False	ok	False	False	True		encainide	Yap
CYP1A2	PKTSCJXWLVREKX-UHFFFAOYSA-N	1	True	True	ok	False	False	False	PKTSCJXWLVREKX-UHFFFAOYSA-N	nmba	Holmer
CYP1A2	PKUWKAXTAVNIJR-UHFFFAOYSA-N	0	True	False	ok	False	False	False		o_o_diethyl_hydrogen_thiophosphate	Holmer
CYP1A2	PLDUPXSUYLZYBN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PLDUPXSUYLZYBN-UHFFFAOYSA-N	fluphenazine	Holmer
CYP1A2	PLHJCIYEEKOWNM-UHFFFAOYSA-N	0	False	False	ok	True	False	True		tipifarnib	Yamashita
CYP1A2	PLRACCBDVIHHLZ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	PLRACCBDVIHHLZ-UHFFFAOYSA-N	mptp	Holmer
